Phrase	Translation
我根本不认识那女人。	[["I didn't know the woman at all.", 816078.0]]
实际上他根本没有去考试。	[["The fact is that he didn't even take the exam.", 265120.0]]
他根本就没有学习。	[["He didn't study at all.", 300780.0]]
我根本不喜欢我的头发。	[["I don't like my hair at all.", 1579484.0]]
我根本不信。	[["I don't believe it at all.", 5218439.0]]
它根本不是梦。	[["It's not a dream at all.", 5746319.0]]
我真的根本没注意到。	[["I really didn't even notice.", 5737208.0]]
你根本没有注意。	[["You're not even paying attention.", 3185880.0]]
他根本不相信我。	[["He doesn't believe me at all.", 260520.0]]
我根本不需要这个。	[["I don't need this at all.", 9286643.0]]
我不能去那里，而且我根本不想去。	[["I can't go, nor do I want to.", 257421.0]]
下次我会更加努力。	[["I'll try harder next time.", 418861.0]]
我希望你更加努力地工作。	[['I expect you to work harder.', 17525.0]]
如果你计划要成功，就要更加努力地工作。	[['Work harder if you plan to succeed.', 522185.0]]
我必须更加努力。	[['I need to go at it harder.', 10629505.0]]
工作越公开，批评就越多。	[['The more public the work, the more criticism you receive.', 2896592.0]]
这不公平。	[['It is unfair.', 1349801.0]]
那是不公平的。	[["That's not fair.", 442964.0]]
你被不公平地对待。	[["You're being treated unfairly.", 8173224.0]]
公平点。	[['Be fair.', 1916316.0]]
你认为那公平吗？	[['Do you think that was fair?', 2891114.0]]
那真不公平。	[['That was really unfair.', 4494481.0]]
这不公平, 她能去我却不能去。	[["This is not fair. She can go but I can't go.", 10187644.0]]
我们必须公平地对待这些人。	[['We must deal fairly with these people.', 55157.0]]
我的公寓在四楼。	[['My apartment is on the fourth floor.', 251775.0]]
我的公寓在这附近。	[['My apartment is near here.', 321476.0]]
他一个人住在公寓里。	[['He lives alone in an apartment.', 288787.0]]
我叔叔住在公寓里。	[['My uncle lives in an apartment.', 250252.0]]
我请了一位中国朋友来我的公寓。	[['I invited a Chinese friend over to my apartment.', 3633926.0]]
我们出租了公寓。	[['We rented an apartment.', 262701.0]]
我们租了公寓。	[['We rented an apartment.', 262701.0]]
她像白雪公主一样漂亮。	[['She is as beautiful as Snow White.', 316170.0]]
从前有个美丽的公主。	[['Once upon a time, there was a beautiful princess.', 1156507.0]]
我父亲在工厂工作。	[['My father works at the factory.', 2255947.0]]
我们在一个工厂工作。	[['We work in a factory.', 2650907.0]]
有多少女人在这个工厂里工作呢？	[['How many women work in this factory?', 8355315.0]]
你真是个努力的工人。	[["You're really a hard worker.", 16343.0]]
那个工厂开除了很多工人。	[['Many workers were laid off at that plant.', 48010.0]]
许多人在工业城市工作。	[['Many people work in industrial towns.', 274906.0]]
做贡献的人越多，Tatoeba就越有用！	[['The more contributors there are, the more useful Tatoeba will become!', 506512.0]]
云层的构成方式有好几种。	[['There are several kinds of cloud formations.', 3567592.0]]
我姑姑做了一条新裙子给我。	[['My aunt made a new skirt for me.', 860118.0]]
你姑姑是做什么的？	[['What does your aunt do?', 17411.0]]
我住在我姑姑家。	[["I'm staying at my aunt's.", 253246.0]]
她长得像她姑姑。	[['She resembles her aunt.', 310595.0]]
我父亲对古代历史有兴趣。	[['My father is interested in ancient history.', 319121.0]]
古代中国没有椅子。	[['There were no chairs in ancient China.', 7793715.0]]
我很喜欢音乐，尤其是古典音乐。	[['I like music, particularly classical music.', 256320.0]]
我喜欢古典音乐。	[['I like classical music.', 62942.0]]
我更喜欢古典音乐，而不是现代音乐。	[['I like classical music more than modern music.', 1756432.0]]
你喜欢古典音乐, 对不对?	[["You like classical music, don't you?", 62944.0]]
这是多古老的书本呀！	[['What an old book this is!', 55798.0]]
我在找一些固定工作。	[["I'm looking for some regular work.", 278459.0]]
为什么我要雇佣Tom？	[['Why should I hire Tom?', 4834926.0]]
她雇佣我来帮助她。	[['She hired me to help her.', 7384169.0]]
关闭所有的门和窗户。	[['Shut all the doors and windows.', 51780.0]]
首先，关闭手机，保持安静。	[['First of all, power off your cellphones and remain silent.', 2938689.0]]
请关闭你的手机。	[['Please turn off your cellphone.', 2842263.0]]
我不同意你这个观点。	[["I can't go along with you on that point.", 44845.0]]
从严格的科学观点来看，历史不能算是一门科学。	[['From a strictly scientific point of view, history cannot be called a science.', 239492.0]]
我同意他的观点。	[['I agree with his opinion.', 403321.0]]
这不是我的观点，只是我翻译的！	[["This isn't my opinion, it's just what I've translated.", 858960.0]]
我在那一个观点上同意他。	[['I agree with him on that point.', 321652.0]]
我们可以从几个观点来考虑这个问题。	[['We can consider the problem from several standpoints.', 65797.0]]
你的观点是重要的。	[['Your opinion matters.', 4500995.0]]
我和他竞争冠军。	[['I competed with him for the championship.', 260237.0]]
她的皮肤光滑。	[['Her skin is smooth.', 309622.0]]
欢迎光临！	[['Welcome.', 138919.0]]
欢迎光临，现在人很多，请坐下来等一等。	[['Welcome. Now that many people have arrived, please take a seat and wait for a while.', 7798493.0]]
感谢您的光临。	[['Thanks for stopping by.', 954315.0]]
你应该光荣地辞职。	[['You should do the honorable thing and resign.', 16177.0]]
我要去广场。	[["I'm going to the square.", 5324880.0]]
你在广场上吗？	[['Are you in the square?', 2975108.0]]
我的爱好不但广泛而且有用。	[['My hobbies are not only wide-ranging but also useful.', 899107.0]]
你行为应该规矩些。	[['You should try to behave better.', 30450.0]]
你坏了规矩。	[['You broke the rule.', 16216.0]]
规矩点。	[['Behave yourselves.', 5268541.0]]
有规矩的。	[['There are rules.', 2252611.0]]
我相信规律的运动。	[['I believe in exercising regularly.', 20215.0]]
农村好像要大规模发展了。	[['It seems the rural area will be developed on a large scale.', 45119.0]]
有些情况之下，这条规则不能成立。	[['There are some cases where the rule does not hold good.', 59743.0]]
请你为我解释规则好吗?	[['Would you please explain the rules to me?', 632436.0]]
规则要少，并且最重要的是要简单。	[['The rules must be few, and what is more important, simple.', 20221.0]]
他向我说明了规则。	[['He explained the rules to me.', 7840512.0]]
我要去柜台打听这里附近有没有餐厅。	[['I am going to enquire at the service desk if there are any restaurants around here.', 1964683.0]]
你对什么有过敏吗？	[['Have you got any allergies?', 8946628.0]]
我对牛奶过敏。	[['I am allergic to milk.', 9634272.0]]
如果签证过期，你就必须离开中国。	[['If your visa expires, you must leave China.', 1477312.0]]
我的护照过期了。	[['My passport has expired.', 4135432.0]]
我很喜欢吃海鲜。	[['I really like eating seafood.', 10733020.0]]
她喜欢海鲜。	[['She likes seafood.', 2855359.0]]
在七楼，你可以找到四个豪华餐厅。	[['On the seventh floor, you can find four luxury restaurants.', 3243828.0]]
我很好奇。	[["I'm curious.", 1396179.0]]
我不好奇。	[['I am not curious.', 1109699.0]]
没有什么和和平一样重要。	[['Nothing is as important as peace.', 320180.0]]
爱和和平。	[['Love and Peace.', 28722.0]]
我们都希望和平。	[['We all hope for peace.', 248327.0]]
谁都希望世界和平。	[['We are all longing for peace in the world.', 276550.0]]
为什么没有世界和平？	[['Why is there no world peace?', 5573295.0]]
我们要世界和平。	[['We want world peace.', 7837703.0]]
请让我和平地生活吧。	[['Let me live in peace.', 7136007.0]]
我们想要和平。	[['We want peace.', 2011285.0]]
我们希望世界和平。	[['We are longing for world peace.', 22868.0]]
你的行为完全合法。	[['Your conduct is perfectly legal.', 17153.0]]
他的要求很合理。	[['His request is very reasonable.', 1136941.0]]
他的观点是合理的。	[['His argument is rational.', 285874.0]]
他的意见很合理。	[['His opinion is reasonable.', 285516.0]]
这个价格不合理。	[["The price isn't reasonable.", 7492886.0]]
我想和贵公司合作。	[['I want to work with your company.', 437077.0]]
我感谢您的合作。	[['I appreciate your cooperation.', 54487.0]]
谢谢您的合作。	[['Thank you for your cooperation.', 54488.0]]
亚洲人必须合作。	[['People of Asia must work together.', 71858.0]]
所以别人都不愿意和你合作。	[["That's why no one wants to work with you.", 4334387.0]]
希望我们有机会再合作。	[['Hope we can do business again someday.', 66361.0]]
我准备好了承担后果。	[["I'm prepared to accept the consequences.", 2287006.0]]
这种错误很容易被人忽视。	[['These kinds of mistakes are easy to overlook.', 2275446.0]]
想出去呼吸一下新鲜空气吗？	[["Wouldn't you like to get some fresh air?", 40004.0]]
他在呼吸吗?	[['Is he breathing?', 239892.0]]
深呼吸，然后放松。	[['Take a deep breath and then relax.', 269508.0]]
请深呼吸。	[['Take a deep breath, please.', 274366.0]]
我想要呼吸一些新鲜空气。	[['I feel like getting some fresh air.', 269327.0]]
我想呼吸一下新鲜空气。	[['I want to breathe some fresh air.', 419075.0]]
用你的鼻子呼吸。	[['Breathe through your nose.', 4666280.0]]
我的鼻子没办法呼吸了。	[["I can't breathe through my nose.", 318196.0]]
我呼吸困难。	[['I have trouble breathing.', 7837112.0]]
您在呼吸吗？	[['Are you breathing?', 1102727.0]]
你在呼吸吗？	[['Are you breathing?', 1102727.0]]
蝴蝶都很美丽。	[['Butterflies are beautiful.', 3045260.0]]
我喜欢蝴蝶。	[['I like butterflies.', 3186577.0]]
我爱蝴蝶。	[['I love butterflies.', 3186583.0]]
你看看，一只蝴蝶！	[['Look, a butterfly!', 5278930.0]]
你别胡说！	[["Don't talk nonsense!", 35489.0]]
胡说！	[['Rubbish!', 3642919.0]]
别胡说。	[["Don't talk nonsense.", 2258206.0]]
你胡说什么呢？	[['What nonsense are you talking now?', 3732018.0]]
这是胡说。	[['This is gibberish.', 2233686.0]]
这文章是胡说。	[['This article is nonsense.', 5744380.0]]
这是个死胡同。	[['This is a dead-end alley.', 60323.0]]
他把我们弄糊涂了。	[['He confused us.', 2166227.0]]
有很多人对花生过敏。	[['Many people are allergic to peanuts.', 3821561.0]]
如果你要我们可以一起去滑冰。	[['We could go skating if you like.', 6349288.0]]
我想去滑冰。	[['I want to go ice skating.', 10011013.0]]
我想去滑冰场。	[['I want to go to the skating rink.', 10278476.0]]
他的化学很差。	[['He is poor at chemistry.', 294218.0]]
我讨厌化学。	[['I hate chemistry.', 1445.0]]
你读化学吗？	[['Are you a chemistry student?', 4832222.0]]
我们谈了各种话题。	[['We talked about a variety of topics.', 326579.0]]
好怀念啊。	[['Ah, that reminds me of the old days!', 1211451.0]]
我通过运动来缓解压力。	[['I exercise to relieve stress.', 9956959.0]]
应该是你的幻想吧。	[['It must be your imagination.', 10475767.0]]
那条黄瓜多长啊！	[['What a long cucumber!', 489020.0]]
皇帝也得讲道理。	[['Caesar is not above grammarians.', 398699.0]]
皇帝的生日在星期日。	[["The Emperor's Birthday fell on Sunday.", 278954.0]]
老师再次恢复健康了。	[['The teacher got quite well again.', 272903.0]]
要很长的时间才能恢复吗？	[['Will it take long to recover?', 278098.0]]
爸爸恢复了健康。	[['Father recovered his health.', 319118.0]]
